Time, X-pos, Y-pos
834 12196.9 31099.1
836 12226.2 31173.9
838 12255.5 31248.6
840 12284.9 31323.4
842 12314.2 31398.1
844 12343.5 31472.9
846 12372.8 31547.7
848 12402.1 31622.4
850 12431.5 31697.2
852 12460.8 31771.9
854 12490.1 31846.7
856 12519.4 31921.4
858 12548.7 31996.2
860 12578 32070.9
862 12607.4 32145.7
864 12636.7 32220.5
866 12666 32295.2
868 12695.3 32370
870 12724.6 32444.7
872 12754 32519.5
874 12783.3 32594.2
876 12812.6 32669
878 12841.9 32743.7
880 12871.2 32818.5
882 12900.6 32893.3
884 12929.9 32968
886 12959.2 33042.8
888 12988.5 33117.5
890 13017.8 33192.3
892 13047.1 33267
894 13076.5 33341.8
896 13105.8 33416.5
898 13135.1 33491.3
900 13164.4 33566.1
902 13193.7 33640.8
904 13223.1 33715.6
906 13252.4 33790.3
908 13281.7 33865.1
910 13311 33939.8
912 13340.3 34014.6
914 13369.7 34089.3
916 13399 34164.1
918 13428.3 34238.9
920 13457.6 34313.6
922 13486.9 34388.4
924 13516.2 34463.1
926 13545.6 34537.9
928 13574.9 34612.6
930 13604.2 34687.4
932 13633.5 34762.1
934 13662.8 34836.9
936 13692.2 34911.7
938 13721.5 34986.4
940 13750.8 35061.2
942 13780.1 35135.9
944 13809.4 35210.7
946 13838.8 35285.4
948 13868.1 35360.2
950 13897.4 35434.9
952 13926.7 35509.7
954 13956 35584.5
956 13985.4 35659.2
958 14014.7 35734
960 14044 35808.7
962 14073.3 35883.5
964 14102.6 35958.2
966 14131.9 36033
968 14161.3 36107.7
970 14190.6 36182.5
972 14219.9 36257.3
974 14249.2 36332
976 14278.5 36406.8
978 14307.9 36481.5
980 14337.2 36556.3
982 14366.5 36631
984 14395.8 36705.8
986 14425.1 36780.6
988 14454.5 36855.3
990 14483.8 36930.1
992 14513.1 37004.8
994 14542.4 37079.6
996 14571.7 37154.3
998 14601 37229.1
1000 14630.4 37303.8
