MC_samples M E
505 0.385485 -1.18554
506 0.386156 -1.18591
507 0.386963 -1.18639
508 0.387756 -1.18687
509 0.388664 -1.18747
510 0.389588 -1.18808
511 0.390382 -1.18849
512 0.391201 -1.18891
513 0.391988 -1.18934
514 0.392811 -1.18996
515 0.393748 -1.19076
516 0.394651 -1.19155
517 0.395629 -1.19253
518 0.396554 -1.19344
519 0.397437 -1.19426
520 0.398298 -1.19488
521 0.399203 -1.19564
522 0.399981 -1.19607
523 0.400746 -1.1966
524 0.401517 -1.19721
525 0.40221 -1.19781
526 0.402918 -1.19837
527 0.403529 -1.19867
528 0.404176 -1.19913
529 0.404764 -1.19941
530 0.405406 -1.19985
531 0.406073 -1.20019
532 0.406814 -1.20085
533 0.407495 -1.20122
534 0.408146 -1.20165
535 0.408701 -1.20196
536 0.409235 -1.20229
537 0.409777 -1.20263
538 0.410242 -1.20264
539 0.410863 -1.20293
540 0.411528 -1.2033
541 0.412246 -1.20377
542 0.412878 -1.20417
543 0.413481 -1.20453
544 0.414145 -1.20485
545 0.41489 -1.20552
546 0.41565 -1.2061
547 0.416353 -1.20664
548 0.41708 -1.20724
549 0.417696 -1.20761
550 0.4182 -1.20791
551 0.41863 -1.2082
552 0.419022 -1.20857
553 0.419403 -1.20877
554 0.419937 -1.20937
555 0.420541 -1.20978
556 0.421286 -1.21029
557 0.422002 -1.21063
558 0.422616 -1.21093
559 0.423283 -1.21132
560 0.424 -1.21188
561 0.424599 -1.21214
562 0.425116 -1.21237
563 0.425666 -1.21249
564 0.426197 -1.21262
565 0.426752 -1.21294
566 0.427465 -1.21355
567 0.428104 -1.21395
568 0.42868 -1.21415
569 0.429279 -1.2145
570 0.429895 -1.21467
571 0.430595 -1.21506
572 0.431224 -1.21535
573 0.431684 -1.21525
574 0.432256 -1.21556
575 0.432887 -1.216
576 0.433542 -1.21639
577 0.434151 -1.21667
578 0.434766 -1.21704
579 0.435268 -1.21731
580 0.43581 -1.21764
581 0.436317 -1.2179
582 0.43689 -1.21833
583 0.437564 -1.2188
584 0.438296 -1.21932
585 0.438974 -1.21993
586 0.439659 -1.22038
587 0.440315 -1.22089
588 0.440969 -1.22133
589 0.441587 -1.22177
590 0.442042 -1.2219
591 0.442403 -1.22196
592 0.442812 -1.22228
593 0.443297 -1.2226
594 0.443771 -1.22285
595 0.444303 -1.22309
596 0.444706 -1.2232
597 0.445092 -1.22328
598 0.44551 -1.22343
599 0.44606 -1.22387
600 0.446567 -1.22427
601 0.446997 -1.22458
602 0.447284 -1.22467
603 0.447454 -1.22449
604 0.447533 -1.22421
605 0.447661 -1.224
606 0.447888 -1.22375
607 0.44818 -1.22362
608 0.448347 -1.22355
609 0.448399 -1.22342
610 0.448607 -1.22356
611 0.448715 -1.22352
612 0.448758 -1.22332
613 0.448858 -1.2233
614 0.448893 -1.22314
615 0.449049 -1.22301
616 0.449237 -1.22265
617 0.449449 -1.22246
618 0.449604 -1.22214
619 0.449693 -1.22189
620 0.44975 -1.22169
621 0.449944 -1.2219
622 0.450177 -1.22207
623 0.450329 -1.22215
624 0.450473 -1.22221
625 0.450672 -1.22221
626 0.450567 -1.22187
627 0.45055 -1.22163
628 0.450525 -1.2215
629 0.450485 -1.22154
630 0.450516 -1.22154
631 0.450578 -1.22155
632 0.450459 -1.22119
633 0.450221 -1.22088
634 0.450158 -1.22073
635 0.450197 -1.22066
636 0.450425 -1.22083
637 0.450644 -1.22099
638 0.45094 -1.22118
639 0.451189 -1.22125
640 0.451313 -1.22141
641 0.45142 -1.22164
642 0.451589 -1.22174
