MC_samples M E
347 0.420634 -1.20058
348 0.421451 -1.20095
349 0.422235 -1.20117
350 0.4232 -1.20169
351 0.424473 -1.20282
352 0.425455 -1.2033
353 0.426445 -1.20402
354 0.427486 -1.20446
355 0.428549 -1.20507
356 0.429452 -1.20548
357 0.430266 -1.20563
358 0.431229 -1.20645
359 0.432131 -1.20688
360 0.432819 -1.20711
361 0.433684 -1.20767
362 0.434296 -1.2079
363 0.434807 -1.20793
364 0.435179 -1.20783
365 0.435534 -1.208
366 0.435806 -1.20811
367 0.436008 -1.20839
368 0.436168 -1.20856
369 0.436436 -1.20843
370 0.436716 -1.20865
371 0.437143 -1.20881
372 0.437419 -1.20863
373 0.437949 -1.20866
374 0.438543 -1.20904
375 0.43896 -1.20923
376 0.439375 -1.20928
377 0.439721 -1.20928
378 0.439934 -1.20966
379 0.440145 -1.20971
380 0.440553 -1.20984
381 0.440958 -1.20987
382 0.441414 -1.2099
383 0.441919 -1.20995
384 0.442487 -1.21013
385 0.443169 -1.2106
386 0.443834 -1.21088
387 0.444638 -1.21116
388 0.44558 -1.21178
389 0.446414 -1.21213
390 0.4475 -1.21315
391 0.448529 -1.21404
392 0.449656 -1.21518
393 0.450534 -1.2157
394 0.451421 -1.21622
395 0.452127 -1.21633
396 0.452891 -1.21664
397 0.453665 -1.21713
398 0.454284 -1.21729
399 0.454937 -1.21747
400 0.455575 -1.2177
401 0.456135 -1.21786
402 0.456754 -1.21826
403 0.457444 -1.21866
404 0.457983 -1.21886
405 0.458716 -1.21931
406 0.459384 -1.21943
407 0.459975 -1.21961
408 0.460625 -1.2199
409 0.46121 -1.2202
410 0.461854 -1.22054
411 0.462603 -1.22095
412 0.463301 -1.22129
413 0.46408 -1.22169
414 0.464976 -1.22244
415 0.465687 -1.22292
416 0.466202 -1.22291
417 0.466763 -1.22309
418 0.467249 -1.22301
419 0.467936 -1.22327
420 0.468583 -1.22379
421 0.469097 -1.22397
422 0.469763 -1.22441
423 0.470473 -1.22489
424 0.47105 -1.22517
425 0.471718 -1.22553
426 0.472394 -1.22613
427 0.473033 -1.22674
428 0.473715 -1.22729
429 0.474452 -1.2279
430 0.475116 -1.22853
431 0.475615 -1.22903
432 0.476111 -1.22896
433 0.476524 -1.22889
434 0.476901 -1.22894
435 0.477264 -1.22887
436 0.477317 -1.22876
437 0.477597 -1.2286
438 0.477728 -1.22811
439 0.47787 -1.22763
440 0.47792 -1.22716
441 0.478141 -1.22707
442 0.478439 -1.22722
443 0.478804 -1.22709
444 0.479054 -1.22685
445 0.479225 -1.22665
446 0.47954 -1.22668
447 0.47981 -1.22676
448 0.480067 -1.22681
449 0.480223 -1.22659
450 0.480167 -1.22656
451 0.480133 -1.22647
452 0.480088 -1.22637
453 0.480044 -1.22625
454 0.479923 -1.22601
455 0.479989 -1.2262
456 0.480121 -1.22645
457 0.480164 -1.22674
458 0.480153 -1.22697
459 0.480131 -1.22697
460 0.480207 -1.22709
461 0.48013 -1.22709
462 0.479946 -1.2271
463 0.479946 -1.22737
464 0.479881 -1.22741
465 0.479677 -1.22746
466 0.479485 -1.22732
467 0.479293 -1.22743
468 0.479177 -1.22744
469 0.479222 -1.22748
470 0.479415 -1.22751
471 0.479522 -1.22739
472 0.479735 -1.22756
473 0.479958 -1.22778
474 0.480369 -1.22829
475 0.480716 -1.22884
476 0.481082 -1.22947
477 0.481562 -1.23004
478 0.481967 -1.2304
479 0.482328 -1.23067
480 0.482708 -1.2311
481 0.483087 -1.2315
482 0.483413 -1.23166
483 0.48382 -1.23184
484 0.484163 -1.23174
485 0.484567 -1.23186
486 0.484856 -1.23187
487 0.485359 -1.23209
488 0.486035 -1.23283
489 0.486421 -1.23294
490 0.48698 -1.23333
491 0.487607 -1.23397
492 0.48812 -1.23435
493 0.488641 -1.23462
494 0.489251 -1.23502
495 0.489869 -1.23539
496 0.490333 -1.2356
497 0.490855 -1.23596
498 0.491355 -1.23608
499 0.491844 -1.23627
500 0.49225 -1.23642
501 0.492725 -1.23663
502 0.493257 -1.23699
503 0.493748 -1.2373
504 0.494296 -1.23762
505 0.494931 -1.23832
506 0.495524 -1.23893
507 0.496085 -1.23933
508 0.496575 -1.23953
509 0.497024 -1.23996
510 0.497422 -1.24018
511 0.497818 -1.24025
512 0.498232 -1.24059
513 0.498684 -1.24088
514 0.499144 -1.24126
515 0.499709 -1.24184
516 0.500203 -1.24202
517 0.500677 -1.24217
518 0.501149 -1.24247
519 0.501618 -1.2427
520 0.50201 -1.24265
521 0.502486 -1.24298
522 0.503027 -1.24335
523 0.50348 -1.24363
524 0.503941 -1.24376
525 0.504381 -1.24402
