MC_samples M E
714 0.521611 -1.273
715 0.52142 -1.27294
716 0.521271 -1.27293
717 0.521172 -1.27304
718 0.521093 -1.27315
719 0.520918 -1.27303
720 0.520646 -1.27257
721 0.520284 -1.27229
722 0.519875 -1.27206
723 0.519474 -1.27192
724 0.518978 -1.2718
725 0.518545 -1.2716
726 0.518209 -1.27134
727 0.517875 -1.2712
728 0.517617 -1.27106
729 0.517305 -1.27085
730 0.516829 -1.27063
731 0.516341 -1.27047
732 0.515915 -1.27027
733 0.515457 -1.27019
734 0.514925 -1.26999
735 0.514422 -1.26967
736 0.513784 -1.26939
737 0.513155 -1.26927
738 0.512486 -1.269
739 0.511834 -1.26874
740 0.511176 -1.26845
741 0.510553 -1.26802
742 0.509865 -1.26774
743 0.509226 -1.26734
744 0.508575 -1.2671
745 0.507973 -1.26678
746 0.507393 -1.26653
747 0.506774 -1.26633
748 0.506123 -1.26591
749 0.505474 -1.26553
750 0.504987 -1.26516
751 0.504541 -1.26473
752 0.504009 -1.26415
753 0.503406 -1.26373
754 0.502924 -1.26345
755 0.502464 -1.26328
756 0.50211 -1.26302
757 0.501711 -1.26276
758 0.501372 -1.26237
759 0.501001 -1.26211
760 0.500592 -1.2617
761 0.500177 -1.26148
762 0.499862 -1.26135
763 0.499495 -1.26131
764 0.4993 -1.26132
765 0.498876 -1.26102
766 0.498466 -1.26082
767 0.498175 -1.26069
768 0.497956 -1.26061
769 0.497672 -1.26049
770 0.497351 -1.26047
771 0.497082 -1.26047
772 0.496852 -1.26038
773 0.496572 -1.26021
774 0.496337 -1.26004
775 0.496116 -1.26005
776 0.495857 -1.25981
777 0.495618 -1.25963
778 0.495373 -1.2594
779 0.495103 -1.2592
780 0.494891 -1.259
781 0.494699 -1.25885
782 0.49454 -1.25876
783 0.494342 -1.25844
784 0.494088 -1.25815
785 0.493822 -1.25795
786 0.493524 -1.25779
787 0.493075 -1.25771
788 0.492646 -1.25756
789 0.492269 -1.25759
790 0.491867 -1.25757
791 0.491416 -1.25745
792 0.490878 -1.25711
793 0.490284 -1.25672
794 0.489698 -1.2564
795 0.489113 -1.25634
796 0.488562 -1.25637
797 0.487949 -1.25624
798 0.487368 -1.25608
799 0.486796 -1.25601
800 0.486244 -1.25594
801 0.485787 -1.25579
802 0.485293 -1.25576
803 0.484751 -1.25555
804 0.48416 -1.25527
805 0.483596 -1.25497
806 0.483108 -1.25464
807 0.482621 -1.25435
808 0.482129 -1.25423
809 0.48165 -1.25399
810 0.481123 -1.25369
811 0.480573 -1.25329
812 0.480117 -1.25289
813 0.479674 -1.25274
814 0.479367 -1.25257
815 0.479086 -1.25236
816 0.478787 -1.25217
817 0.478464 -1.25193
818 0.478099 -1.2517
819 0.477814 -1.2515
820 0.477482 -1.25139
821 0.477132 -1.25123
822 0.47677 -1.25108
823 0.476488 -1.25101
824 0.476189 -1.25098
825 0.475927 -1.25079
826 0.475708 -1.25045
827 0.475671 -1.25033
828 0.475731 -1.25034
829 0.475736 -1.25021
830 0.475771 -1.25027
831 0.475806 -1.25035
832 0.475781 -1.2504
833 0.475852 -1.25046
834 0.475929 -1.25062
835 0.476 -1.25083
836 0.475969 -1.25087
837 0.475854 -1.25087
838 0.475728 -1.25085
839 0.475662 -1.25086
840 0.475554 -1.25086
841 0.475375 -1.25078
842 0.475166 -1.25064
843 0.475059 -1.25055
844 0.475083 -1.25053
845 0.475112 -1.25067
846 0.475136 -1.25066
847 0.475053 -1.25051
848 0.474976 -1.25034
849 0.474853 -1.25021
850 0.474635 -1.25009
851 0.47436 -1.24994
852 0.474073 -1.24969
853 0.473681 -1.24941
854 0.473413 -1.24919
855 0.473082 -1.24899
856 0.47281 -1.24889
857 0.472462 -1.24877
858 0.47208 -1.24861
859 0.471752 -1.24843
860 0.471477 -1.2483
861 0.471283 -1.24805
862 0.471061 -1.24791
863 0.470852 -1.24779
864 0.470718 -1.24769
865 0.470613 -1.24766
866 0.470508 -1.24763
867 0.470438 -1.24765
868 0.470386 -1.24771
869 0.470397 -1.24789
870 0.470408 -1.24802
871 0.470448 -1.24814
872 0.47051 -1.24829
873 0.470538 -1.24833
874 0.470664 -1.24835
875 0.470731 -1.24832
876 0.470668 -1.24817
877 0.470621 -1.24797
878 0.470524 -1.24772
879 0.47054 -1.24765
880 0.470614 -1.24769
881 0.470692 -1.2477
882 0.470737 -1.2476
883 0.470725 -1.24752
884 0.470701 -1.24741
885 0.47065 -1.24723
886 0.470542 -1.2471
887 0.470372 -1.24699
888 0.470118 -1.2469
889 0.469944 -1.24685
890 0.469854 -1.24681
891 0.469736 -1.24664
892 0.469669 -1.24645
893 0.469776 -1.24651
894 0.469866 -1.24662
895 0.469883 -1.24651
896 0.469816 -1.2465
897 0.469783 -1.24662
898 0.469755 -1.24668
899 0.469816 -1.24676
900 0.469867 -1.24682
901 0.469906 -1.2469
902 0.46995 -1.24685
903 0.469983 -1.24685
904 0.469994 -1.24678
905 0.470033 -1.24667
906 0.470094 -1.24656
907 0.470094 -1.24638
908 0.469972 -1.24615
909 0.469868 -1.246
910 0.469808 -1.24599
911 0.469759 -1.246
912 0.469742 -1.24612
913 0.469715 -1.24622
914 0.469759 -1.2463
915 0.469902 -1.24644
916 0.470022 -1.24648
917 0.470011 -1.24654
918 0.469995 -1.24662
919 0.469984 -1.24662
920 0.47006 -1.24659
921 0.470152 -1.24657
922 0.470222 -1.24659
923 0.470368 -1.24671
924 0.47053 -1.24676
925 0.470719 -1.24679
926 0.47094 -1.24679
927 0.471203 -1.24689
928 0.471503 -1.24708
929 0.471744 -1.24716
930 0.472059 -1.24735
931 0.472427 -1.24759
932 0.472731 -1.24771
933 0.473055 -1.24789
934 0.473373 -1.24803
935 0.473722 -1.24821
936 0.474022 -1.24831
937 0.474344 -1.2485
938 0.474707 -1.24877
939 0.475085 -1.24904
940 0.475479 -1.24934
941 0.475866 -1.24963
942 0.476263 -1.24997
943 0.47667 -1.2503
944 0.477044 -1.25062
945 0.477434 -1.25092
946 0.477828 -1.25129
947 0.478184 -1.25158
948 0.478555 -1.25186
949 0.478894 -1.25211
950 0.4792 -1.25234
951 0.479448 -1.25256
952 0.479737 -1.2528
953 0.480016 -1.25303
954 0.48033 -1.25331
955 0.480644 -1.25354
956 0.480952 -1.25378
957 0.481238 -1.25398
958 0.481487 -1.2541
959 0.481653 -1.25406
960 0.481682 -1.25386
961 0.481753 -1.25387
962 0.48184 -1.25394
963 0.481952 -1.25405
964 0.482007 -1.25408
965 0.482083 -1.25402
966 0.482241 -1.25412
967 0.482358 -1.2543
968 0.482485 -1.25441
969 0.482539 -1.25442
970 0.482464 -1.25443
971 0.482384 -1.25437
972 0.48231 -1.25438
973 0.482276 -1.25437
974 0.482233 -1.25439
975 0.482174 -1.25441
976 0.482126 -1.25435
977 0.482144 -1.25427
978 0.482168 -1.25427
979 0.482242 -1.2545
980 0.482342 -1.25461
981 0.48238 -1.25463
982 0.482424 -1.25456
983 0.482523 -1.2546
984 0.482647 -1.25462
985 0.482807 -1.25467
986 0.483022 -1.25478
987 0.483278 -1.2549
988 0.483502 -1.25513
989 0.483721 -1.2552
990 0.483919 -1.25524
991 0.484021 -1.25518
992 0.484194 -1.25521
993 0.484486 -1.25543
994 0.484764 -1.25558
995 0.48498 -1.25567
996 0.485171 -1.25571
997 0.485341 -1.25577
998 0.485466 -1.25577
999 0.485601 -1.25582
1000 0.48575 -1.2559
1001 0.485849 -1.25599
1002 0.485928 -1.25598
1003 0.485997 -1.25608
1004 0.486101 -1.2562
1005 0.486154 -1.25625
1006 0.486228 -1.25629
1007 0.48642 -1.25644
1008 0.486558 -1.25645
1009 0.486695 -1.25649
1010 0.486757 -1.25642
1011 0.486914 -1.25654
1012 0.487021 -1.25659
1013 0.487137 -1.25659
1014 0.487253 -1.25661
1015 0.487438 -1.25661
1016 0.487692 -1.25677
1017 0.487955 -1.25694
1018 0.488158 -1.25707
1019 0.488395 -1.25725
1020 0.488652 -1.25749
1021 0.488947 -1.25775
1022 0.489203 -1.25792
1023 0.489438 -1.25812
1024 0.489683 -1.25816
1025 0.489946 -1.25825
1026 0.490195 -1.25828
1027 0.490385 -1.25831
1028 0.490574 -1.25838
1029 0.490753 -1.25844
1030 0.49101 -1.25862
1031 0.49128 -1.25882
1032 0.491516 -1.2589
1033 0.491776 -1.25904
1034 0.492055 -1.25919
1035 0.49228 -1.25923
1036 0.492471 -1.25925
1037 0.492594 -1.25921
1038 0.492779 -1.25928
1039 0.492979 -1.25939
1040 0.493178 -1.25951
1041 0.493324 -1.25959
1042 0.493412 -1.25953
1043 0.493495 -1.25944
1044 0.493515 -1.25929
1045 0.49345 -1.25917
1046 0.493365 -1.25909
1047 0.493324 -1.2591
1048 0.493325 -1.25906
1049 0.493375 -1.25908
1050 0.493362 -1.25904
1051 0.49334 -1.25896
1052 0.493294 -1.25886
1053 0.493229 -1.25859
1054 0.493131 -1.2584
1055 0.493043 -1.25826
1056 0.493016 -1.25815
1057 0.493037 -1.25806
1058 0.493043 -1.25795
1059 0.493026 -1.25785
1060 0.492986 -1.25769
1061 0.492884 -1.25749
1062 0.492782 -1.25741
1063 0.492709 -1.25746
1064 0.492655 -1.25745
1065 0.492596 -1.25731
1066 0.492622 -1.25721
1067 0.492657 -1.2572
1068 0.492678 -1.25714
1069 0.492741 -1.25713
1070 0.492855 -1.25717
1071 0.492946 -1.25723
