MC_samples M E
558 0.377366 -1.20894
559 0.377987 -1.20905
560 0.378732 -1.20939
561 0.379474 -1.20982
562 0.380302 -1.21037
563 0.381128 -1.21098
564 0.38203 -1.21179
565 0.382912 -1.21262
566 0.383719 -1.2133
567 0.384541 -1.21388
568 0.385379 -1.21445
569 0.386116 -1.21487
570 0.386798 -1.21511
571 0.387583 -1.2156
572 0.388278 -1.21598
573 0.388979 -1.21623
574 0.389669 -1.21659
575 0.390374 -1.21703
576 0.390972 -1.21726
577 0.391499 -1.21747
578 0.392093 -1.21789
579 0.392642 -1.21819
580 0.393207 -1.21833
581 0.393657 -1.21836
582 0.394115 -1.21849
583 0.394605 -1.21873
584 0.395068 -1.21887
585 0.395513 -1.21892
586 0.396032 -1.21906
587 0.396499 -1.21903
588 0.397007 -1.21908
589 0.397487 -1.21905
590 0.39811 -1.21941
591 0.398849 -1.21997
592 0.399544 -1.22046
593 0.400295 -1.22101
594 0.401069 -1.22163
595 0.401765 -1.22213
596 0.402441 -1.22258
597 0.403023 -1.22296
598 0.403503 -1.22343
599 0.40389 -1.22376
600 0.404092 -1.22382
601 0.404409 -1.22379
602 0.404734 -1.22367
603 0.405191 -1.22386
604 0.405679 -1.22429
605 0.406124 -1.2245
606 0.406543 -1.22467
607 0.40696 -1.22493
608 0.407484 -1.22525
609 0.408071 -1.22567
610 0.408697 -1.22618
611 0.409165 -1.22635
612 0.409681 -1.22665
613 0.410212 -1.2269
614 0.410806 -1.22728
615 0.411317 -1.22758
616 0.411924 -1.22804
617 0.412504 -1.22835
618 0.413091 -1.22879
619 0.413796 -1.22939
620 0.414556 -1.2301
621 0.415282 -1.23069
622 0.415957 -1.23108
623 0.416597 -1.23154
624 0.417268 -1.23205
625 0.417856 -1.2324
626 0.418395 -1.23256
627 0.4189 -1.23268
628 0.419482 -1.23315
629 0.420056 -1.23367
630 0.420563 -1.23408
631 0.42103 -1.23441
632 0.421519 -1.23472
633 0.421991 -1.23502
634 0.422461 -1.23539
635 0.422945 -1.23572
636 0.423428 -1.23601
637 0.423893 -1.23617
638 0.424295 -1.23624
639 0.424734 -1.23637
640 0.425141 -1.23653
641 0.425468 -1.2366
642 0.425833 -1.23676
643 0.426205 -1.23694
644 0.426638 -1.2371
645 0.427085 -1.23726
646 0.427454 -1.23735
647 0.427859 -1.2374
648 0.428264 -1.23755
649 0.42869 -1.23769
650 0.429208 -1.23811
651 0.429693 -1.23816
652 0.430084 -1.23824
653 0.430521 -1.23845
654 0.430902 -1.23856
655 0.431191 -1.23855
656 0.43138 -1.23846
657 0.431568 -1.23837
658 0.431771 -1.23833
659 0.431958 -1.23815
660 0.432189 -1.23805
661 0.432443 -1.23808
662 0.432825 -1.23822
663 0.43319 -1.23808
664 0.433464 -1.23804
665 0.433639 -1.23798
666 0.433799 -1.2379
667 0.433876 -1.23784
668 0.434027 -1.23784
669 0.434051 -1.23786
670 0.433963 -1.23763
671 0.434106 -1.23769
672 0.434278 -1.23786
673 0.434458 -1.23789
674 0.434629 -1.23792
675 0.434719 -1.238
676 0.434778 -1.23814
677 0.434823 -1.23823
678 0.434919 -1.23824
679 0.435133 -1.23825
680 0.435412 -1.23847
681 0.435727 -1.23856
682 0.43607 -1.23872
683 0.436428 -1.23893
684 0.436681 -1.23896
685 0.436971 -1.23914
686 0.437362 -1.23929
687 0.437715 -1.23953
688 0.438118 -1.23978
689 0.438512 -1.23996
690 0.438826 -1.23996
691 0.43924 -1.24009
692 0.439682 -1.24022
693 0.440101 -1.24036
694 0.440497 -1.24045
695 0.440935 -1.2406
696 0.441343 -1.24085
697 0.441714 -1.24085
698 0.442163 -1.24115
699 0.442539 -1.24146
700 0.442886 -1.24173
701 0.443274 -1.24191
702 0.443689 -1.24217
703 0.444075 -1.24236
704 0.444396 -1.24261
705 0.444667 -1.24279
706 0.44478 -1.24283
707 0.444965 -1.2429
708 0.445205 -1.24285
709 0.445458 -1.24293
710 0.445782 -1.24308
711 0.44621 -1.2434
712 0.446728 -1.24374
713 0.447209 -1.24397
714 0.447633 -1.24409
715 0.44807 -1.24417
716 0.448541 -1.24443
717 0.449031 -1.24463
718 0.449492 -1.24489
719 0.449944 -1.24501
720 0.450278 -1.24497
721 0.450638 -1.24515
722 0.451011 -1.24536
723 0.451466 -1.24559
724 0.451837 -1.24554
725 0.4522 -1.24563
726 0.452534 -1.24587
727 0.45282 -1.24601
728 0.453207 -1.24628
729 0.453656 -1.24657
730 0.454055 -1.24678
731 0.454432 -1.24687
732 0.454781 -1.24701
733 0.455136 -1.24727
734 0.455504 -1.24743
735 0.455837 -1.24754
736 0.456073 -1.2475
737 0.45637 -1.24768
738 0.456626 -1.24763
739 0.456901 -1.24758
740 0.457135 -1.24753
741 0.457314 -1.24741
742 0.457453 -1.2472
743 0.457584 -1.24713
744 0.457735 -1.24712
745 0.457919 -1.24714
746 0.458083 -1.24721
747 0.458193 -1.24716
748 0.458322 -1.2471
749 0.458344 -1.24672
750 0.45852 -1.24653
751 0.458748 -1.24644
752 0.458949 -1.24646
753 0.459177 -1.2464
754 0.459357 -1.24643
755 0.459497 -1.24645
756 0.459669 -1.2463
757 0.459822 -1.24622
758 0.460046 -1.24615
759 0.460389 -1.24632
760 0.460658 -1.24645
761 0.461012 -1.24665
762 0.461371 -1.24686
763 0.461691 -1.24693
764 0.462035 -1.24709
765 0.462275 -1.24711
766 0.462513 -1.24718
767 0.46266 -1.24716
768 0.46276 -1.24712
769 0.462737 -1.24711
770 0.462779 -1.24714
771 0.46286 -1.24698
772 0.463031 -1.24701
773 0.463169 -1.24701
774 0.463385 -1.24711
775 0.463652 -1.24738
776 0.463943 -1.24762
777 0.464286 -1.24795
778 0.464589 -1.24821
779 0.464878 -1.24846
780 0.465115 -1.24859
781 0.465352 -1.24877
782 0.465582 -1.24891
783 0.465881 -1.249
784 0.466269 -1.24926
785 0.46672 -1.24958
786 0.467195 -1.24991
787 0.467662 -1.25033
788 0.468077 -1.25076
789 0.468498 -1.25112
790 0.468924 -1.25139
791 0.469279 -1.25155
792 0.469703 -1.25191
793 0.470113 -1.25219
794 0.470529 -1.25252
795 0.470987 -1.25288
796 0.471369 -1.25317
797 0.471725 -1.2533
798 0.472093 -1.25345
799 0.472497 -1.25365
800 0.472906 -1.2539
801 0.473327 -1.25411
802 0.473772 -1.2544
803 0.474184 -1.25466
804 0.47459 -1.25501
805 0.475031 -1.2554
806 0.475409 -1.25562
807 0.475756 -1.25581
808 0.476083 -1.25594
809 0.476428 -1.25608
810 0.476735 -1.25619
811 0.477096 -1.25641
812 0.477432 -1.25663
813 0.477706 -1.25669
814 0.477955 -1.25679
815 0.478258 -1.25693
816 0.47829 -1.25669
817 0.478268 -1.25651
818 0.478252 -1.25625
819 0.478181 -1.25595
820 0.47828 -1.25593
821 0.478429 -1.25602
822 0.478558 -1.25596
823 0.478639 -1.25588
824 0.478617 -1.25587
825 0.478552 -1.25577
826 0.478378 -1.2557
827 0.478144 -1.25549
828 0.477923 -1.25527
829 0.477774 -1.25507
830 0.477639 -1.25471
831 0.477407 -1.25446
832 0.477133 -1.25428
833 0.476765 -1.25419
834 0.476391 -1.25411
835 0.476204 -1.25417
836 0.476011 -1.25421
837 0.475723 -1.25415
838 0.475358 -1.25408
839 0.474994 -1.25397
840 0.474696 -1.254
841 0.474328 -1.25396
842 0.474074 -1.25386
843 0.473885 -1.25363
844 0.473691 -1.25351
845 0.47355 -1.2534
846 0.473463 -1.25331
847 0.473341 -1.25314
848 0.473131 -1.25296
849 0.472992 -1.25282
850 0.472829 -1.25265
851 0.47265 -1.25251
852 0.472441 -1.25251
853 0.472151 -1.25249
854 0.471885 -1.25232
855 0.47162 -1.25208
856 0.471454 -1.25185
857 0.471284 -1.25158
858 0.4712 -1.25148
859 0.471158 -1.25136
860 0.471064 -1.25128
861 0.470987 -1.2513
862 0.470934 -1.25125
863 0.47084 -1.25112
864 0.470839 -1.25106
865 0.47085 -1.25096
866 0.470831 -1.25088
867 0.470813 -1.25083
868 0.470864 -1.25093
869 0.47099 -1.25105
870 0.471057 -1.25111
871 0.471188 -1.25125
872 0.471307 -1.2514
873 0.471438 -1.25158
874 0.471573 -1.25174
875 0.471617 -1.25173
876 0.471707 -1.25168
877 0.471796 -1.25137
878 0.471908 -1.25117
879 0.472116 -1.25117
880 0.472233 -1.25114
881 0.472344 -1.2511
882 0.472455 -1.25118
883 0.472622 -1.2513
884 0.47276 -1.2514
885 0.47296 -1.25155
886 0.4732 -1.25185
887 0.473365 -1.25194
888 0.473581 -1.25213
889 0.473785 -1.25236
890 0.473972 -1.25244
891 0.474057 -1.25232
892 0.474109 -1.25223
893 0.474048 -1.252
894 0.473943 -1.2518
895 0.473855 -1.25147
896 0.473689 -1.25121
897 0.473556 -1.25095
898 0.473424 -1.25066
899 0.473237 -1.25062
900 0.473111 -1.25048
901 0.472974 -1.25042
902 0.472772 -1.25029
903 0.472564 -1.25018
904 0.472334 -1.25008
905 0.472171 -1.24997
906 0.472064 -1.25001
907 0.472007 -1.25014
908 0.471845 -1.25009
909 0.471683 -1.25011
910 0.471544 -1.25005
911 0.471427 -1.25018
912 0.471245 -1.25033
913 0.47103 -1.25046
914 0.470788 -1.25048
915 0.470503 -1.25047
916 0.470278 -1.25036
917 0.470164 -1.25014
918 0.470076 -1.25001
919 0.469973 -1.24986
920 0.469918 -1.24974
921 0.469913 -1.24967
922 0.469946 -1.24961
923 0.469897 -1.24949
924 0.4698 -1.2493
925 0.469686 -1.24912
926 0.469622 -1.249
927 0.469703 -1.24891
928 0.46979 -1.24879
929 0.469822 -1.2487
930 0.469828 -1.24853
931 0.469844 -1.24838
932 0.469855 -1.2482
933 0.469936 -1.24809
934 0.47008 -1.24804
935 0.470257 -1.24804
936 0.470401 -1.24809
937 0.470411 -1.24803
938 0.470501 -1.24797
939 0.470575 -1.24787
940 0.470638 -1.24788
941 0.470622 -1.24783
942 0.470557 -1.24777
943 0.470493 -1.24775
944 0.470466 -1.24787
945 0.470519 -1.24795
946 0.47056 -1.24804
947 0.470649 -1.2482
948 0.470691 -1.24827
949 0.470659 -1.24809
950 0.470642 -1.24798
951 0.470531 -1.24782
952 0.470431 -1.24772
953 0.470299 -1.24756
954 0.470194 -1.24747
955 0.470031 -1.24739
956 0.469922 -1.24725
957 0.469754 -1.24714
958 0.469588 -1.24703
959 0.469484 -1.24696
960 0.469365 -1.2469
961 0.469188 -1.2467
962 0.469059 -1.24662
963 0.468925 -1.2466
964 0.468817 -1.24675
965 0.468705 -1.24674
966 0.468452 -1.2466
967 0.468133 -1.24647
968 0.467867 -1.2464
969 0.467673 -1.24646
970 0.467505 -1.24653
971 0.467327 -1.24656
972 0.467114 -1.2466
973 0.466932 -1.24662
974 0.466802 -1.24665
975 0.466692 -1.24664
976 0.466481 -1.24666
977 0.466361 -1.24654
978 0.466263 -1.24639
979 0.466185 -1.24617
980 0.466082 -1.24582
981 0.465984 -1.24555
982 0.465911 -1.24542
983 0.465834 -1.24522
984 0.465732 -1.24502
985 0.46565 -1.24484
986 0.465659 -1.24477
987 0.465583 -1.24462
988 0.465577 -1.24459
989 0.465541 -1.24449
990 0.465455 -1.24439
991 0.465424 -1.24438
992 0.465454 -1.24438
993 0.465483 -1.24422
994 0.465558 -1.24408
995 0.465593 -1.24391
996 0.465673 -1.24379
997 0.465848 -1.24378
998 0.466052 -1.24387
999 0.466256 -1.244
1000 0.46654 -1.24427
1001 0.466818 -1.24445
1002 0.467071 -1.24462
1003 0.467263 -1.24476
1004 0.4675 -1.24486
1005 0.467687 -1.24497
1006 0.467932 -1.24509
1007 0.468227 -1.24533
1008 0.468576 -1.24563
1009 0.46888 -1.24583
1010 0.469248 -1.24611
1011 0.46958 -1.24637
1012 0.469921 -1.2466
1013 0.470286 -1.24685
1014 0.470666 -1.24718
1015 0.47097 -1.24733
1016 0.471294 -1.24752
1017 0.471568 -1.24762
1018 0.47192 -1.24788
1019 0.472213 -1.24801
1020 0.472554 -1.24825
1021 0.47285 -1.24845
1022 0.473195 -1.24876
1023 0.473504 -1.24892
1024 0.473813 -1.24911
1025 0.474151 -1.24937
1026 0.474488 -1.24962
1027 0.4748 -1.24985
1028 0.475165 -1.25018
1029 0.47551 -1.25043
1030 0.47585 -1.25071
1031 0.476198 -1.25103
1032 0.476575 -1.25134
1033 0.476917 -1.25161
1034 0.477253 -1.25185
1035 0.477618 -1.25216
1036 0.47792 -1.2524
1037 0.478226 -1.25264
1038 0.478536 -1.2529
1039 0.478893 -1.25323
1040 0.479221 -1.25347
1041 0.479549 -1.2537
1042 0.479851 -1.2539
1043 0.480139 -1.25398
1044 0.480503 -1.2543
1045 0.480813 -1.25458
1046 0.481114 -1.25479
1047 0.481414 -1.25498
1048 0.48176 -1.25524
1049 0.482092 -1.25549
1050 0.482405 -1.25572
1051 0.48275 -1.25597
1052 0.483037 -1.25613
1053 0.483229 -1.25617
1054 0.483401 -1.25621
1055 0.483621 -1.25635
1056 0.483864 -1.2565
1057 0.484172 -1.25667
1058 0.484428 -1.25674
1059 0.484721 -1.25694
1060 0.484986 -1.25707
1061 0.485306 -1.25734
1062 0.48565 -1.25771
1063 0.485964 -1.25794
1064 0.486255 -1.25817
1065 0.486568 -1.25848
1066 0.486843 -1.25874
1067 0.487043 -1.25885
1068 0.4872 -1.25886
1069 0.487315 -1.25891
1070 0.487411 -1.25893
1071 0.487428 -1.25893
